,title,artist,url
9429,Love Is Mystical,COLD WAR KIDS,https://open.spotify.com/track/4RJnzmVL12aIuWpMoXu2u4
9436,Body,SYD,https://open.spotify.com/track/0IaiJbZebXLqfetAkMEZzU
9328,Lions,SKIP MARLEY,https://open.spotify.com/track/6LvVVRxgcgeQ6uzyk375LI
9759,My Old Man,MAC DEMARCO,https://open.spotify.com/track/2bbWBkiq2vH4Y7pjE0qYcW
10963,Chained To The Rhythm,"KATY PERRY, SKIP MARLEY",https://open.spotify.com/track/5ndfVSDyPq90jaIUhNPeby
10965,Don't Kill My Vibe,SIGRID,https://open.spotify.com/track/3irNpONYOfunwlUdj3WARO
11796,Mask Off,FUTURE,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
12479,All On Me,DEVIN DAWSON,https://open.spotify.com/track/2Nc8Imt04W3ZmcBF8dPQKc
12483,How Would You Feel (Paean),ED SHEERAN,https://open.spotify.com/track/1lyNFzcCl9kXCof6GV32fV
12487,Heavy (feat. Kiiara),LINKIN PARK,https://open.spotify.com/track/32bqxZEJRJObeNyc8bEiPt
12490,Some Way,"NAV, THE WEEKND",https://open.spotify.com/track/0bGVqUPZZ2owtWEyzIggQI
12953,Nobody Else but You,TREY SONGZ,https://open.spotify.com/track/2slbJay1LPdOafYYCTe5Ss
12944,Machine,MISTERWIVES,https://open.spotify.com/track/4HMNnAMODzVR2Hti9z98OA
12924,Love Incredible (feat. Camila Cabello),CASHMERE CAT,https://open.spotify.com/track/5f3FQBNEyJBquykRZwQITm
12928,Suit And Jacket,JUDAH & THE LION,https://open.spotify.com/track/4SZqm48naZc6gACcw8ql0y
12930,High,LITTLE DRAGON,https://open.spotify.com/track/0UREuyMot9zc8aIuKDBvgk
12932,Friend Zone,THUNDERCAT,https://open.spotify.com/track/1wkeAltJoidYXxaXOQZB6M
12934,Nimble Bastard,INCUBUS,https://open.spotify.com/track/7we5iykuJBQKIBaRrsEjYT
13232,Used to This (feat. Drake),FUTURE,https://open.spotify.com/track/3V8sM5OOG6YfDuDLa2IIYJ
13300,Good Drank,"2 CHAINZ, GUCCI MANE, QUAVO",https://open.spotify.com/track/6aRlUgqcLgrxQE3RMngjN5
14263,Walk On By,"THUNDERCAT, KENDRICK LAMAR",https://open.spotify.com/track/7dvJwMrZ9OrgCjHvJWgMZB
14270,Still Feel Like Your Man,JOHN MAYER,https://open.spotify.com/track/3pdWCmUno1bWzYIdYwoiMM
14252,Stay,"ZEDD, ALESSIA CARA",https://open.spotify.com/track/6uBhi9gBXWjanegOb2Phh0
14230,A Fan's Mail (Tron Song Suite II),THUNDERCAT,https://open.spotify.com/track/4GyhoQHj94hFdKIixRNhEQ
14240,Helpless,JOHN MAYER,https://open.spotify.com/track/3ooKsUCAz3EgEjZAPRwtCm
14241,Good Day (feat. DJ Snake & Elliphant),YELLOW CLAW,https://open.spotify.com/track/1VoLowJmACjY7SNDENKVIC
14245,Tokyo,THUNDERCAT,https://open.spotify.com/track/44Kjgiyeib627UOEqW0oss
14250,Something Just Like This,"THE CHAINSMOKERS, COLDPLAY",https://open.spotify.com/track/1dNIEtp7AY3oDAKCGg2XkH
14707,American Teen,KHALID,https://open.spotify.com/track/16mOynxbHDGdGWKErK5LO5
14560,Friend Zone,THUNDERCAT,https://open.spotify.com/track/2KvLsBXs4pOPjnxiifsQX7
14823,Look At Me!,XXXTENTACION,https://open.spotify.com/track/4ARPvK8DHLwt4oX65ZAFMw
15728,Dark Red,STEVE LACY,https://open.spotify.com/track/3FkTxVBsQHrwMh3IyfKO81
16017,Green Light,LORDE,https://open.spotify.com/track/3FQ26GroLnhQEja48FKYqT
16020,Feel It Still,PORTUGAL. THE MAN,https://open.spotify.com/track/7FESgYLcOufHqKlwrvJN60
16362,Green Light,LORDE,https://open.spotify.com/track/1WC5UN1U79gJlxGLYDGIO7
16440,Feel Good,"GRYFFIN, ILLENIUM, DAYA",https://open.spotify.com/track/7fbVvLIqJrtDamxpivLqGr
16859,Confidently Lost,SABRINA CLAUDIO,https://open.spotify.com/track/3cQmqM0awej9iAESjhKrI9
17481,Higher,"BRIAN FRESCO, CHANCE THE RAPPER, BLUE HAWAII",https://open.spotify.com/track/4uWeGIum5DAZaoSLhIib3S
17832,Liability,LORDE,https://open.spotify.com/track/4JyLFq2mHC8JPFTXHwYPWD
17815,No Frauds,"NICKI MINAJ, DRAKE, LIL WAYNE",https://open.spotify.com/track/0WtVtCK5SEFvyyA5V8D9CI
18011,Be Our Guest,"EWAN MCGREGOR, EMMA THOMPSON, GUGU MBATHA-RAW, IAN MCKELLEN",https://open.spotify.com/track/54GzAEHI6jB08MQmbOHq3b
18020,Beauty and the Beast,EMMA THOMPSON,https://open.spotify.com/track/1Pxh2dQfRl230b3pD0VEYl
18025,Days In The Sun,"ADAM MITCHELL, STANLEY TUCCI, EWAN MCGREGOR, GUGU MBATHA-RAW, IAN MCKELLEN, EMMA THOMPSON, EMMA WATSON, AUDRA MCDONALD, CLIVE ROWE",https://open.spotify.com/track/0DdmuONcI6PhfoqgBwmNuI
18027,Belle (Reprise),EMMA WATSON,https://open.spotify.com/track/0fInGSmweok6x2FSRR77Ia
18028,The Mob Song,"LUKE EVANS, JOSH GAD, ENSEMBLE - BEAUTY AND THE BEAST, EMMA THOMPSON, IAN MCKELLEN, STANLEY TUCCI, NATHAN MACK, GUGU MBATHA-RAW, EWAN MCGREGOR",https://open.spotify.com/track/1DgKIur7BsnPltWTKASkAM
18004,Something There,"EMMA WATSON, DAN STEVENS, EWAN MCGREGOR, IAN MCKELLEN, EMMA THOMPSON, NATHAN MACK, GUGU MBATHA-RAW",https://open.spotify.com/track/6HaNTjaI6LAvsCinW1PTjK
17979,Belle,"EMMA WATSON, LUKE EVANS, ENSEMBLE - BEAUTY AND THE BEAST",https://open.spotify.com/track/6A1Dzh6bMR2JcIARgJNHB0
17983,REDMERCEDES,AMINÉ,https://open.spotify.com/track/4X70hLzIDfY5T2BcsOcv6Q
17987,Break My Heart,HEY VIOLET,https://open.spotify.com/track/051jBWZUgTspptCBYPxPsI
17991,Evermore,DAN STEVENS,https://open.spotify.com/track/3Idj4PFLLcQVqHGA1Ydytm
17994,It's A Vibe,"2 CHAINZ, TY DOLLA $IGN, TREY SONGZ, JHENÉ AIKO",https://open.spotify.com/track/1p5B1jJk75RAblZCTnzUTU
18683,Cold Little Heart - Radio Edit,MICHAEL KIWANUKA,https://open.spotify.com/track/2HL7EWAjEm5Bhpr1iWHA4C
18684,Obsession (feat. Jon Bellion),VICE,https://open.spotify.com/track/542Xd5qDeLBvgXZXhfW7LE
18958,Drowning (feat. Kodak Black),A BOOGIE WIT DA HOODIE,https://open.spotify.com/track/6Q2FftbUG530lCtBI74bMH
19116,I'm Shipping Up To Boston,DROPKICK MURPHYS,https://open.spotify.com/track/2kf767S4oj5KKVLZKEG4gw
19111,Drunken Lullabies,FLOGGING MOLLY,https://open.spotify.com/track/0aE8nMLrrd2m6lTscFIbZw
19454,Passionfruit,DRAKE,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
19259,Colder Heavens,BLANCO WHITE,https://open.spotify.com/track/15qtOgzv7mW3CQWQVgWIM6
19231,Liability,LORDE,https://open.spotify.com/track/0xBsZrUrsZcCCrpxryZDHc
19702,Get It Together,"DRAKE, BLACK COFFEE, JORJA SMITH",https://open.spotify.com/track/5WHVJ7MILL1r5xs8hDfJ4i
19705,Dennis Rodman,"MANSIONZ, DENNIS RODMAN",https://open.spotify.com/track/4kkHGZRAkOYS7zeazOLhXn
19706,Madiba Riddim,DRAKE,https://open.spotify.com/track/0ZaSipkjXePTkzOQW29rxt
19710,Glow,"DRAKE, KANYE WEST",https://open.spotify.com/track/1kLsyb2tgz9N5Qkr6QAK3t
19713,Teenage Fever,DRAKE,https://open.spotify.com/track/5ACkknqH2GcrVtmBB7LaRv
19718,Johnny B. Goode,CHUCK BERRY,https://open.spotify.com/track/7KkzVlps826NezcpXPvEuV
19682,At My Best (feat. Hailee Steinfeld),MACHINE GUN KELLY,https://open.spotify.com/track/4d9OMbRg62jAFaqsoZ3M6z
19688,Battle Symphony,LINKIN PARK,https://open.spotify.com/track/6kYoHUeIpYColDw4HQKjvP
19881,Dennis Rodman,"MANSIONZ, DENNIS RODMAN",https://open.spotify.com/track/24bVvCkUubgJyHHkXFO0CR
19922,Do Not Disturb,DRAKE,https://open.spotify.com/track/1JxV2A7IFlmosxlCckJ8Yc
20918,Days In The Sun,"ADAM MITCHELL, STANLEY TUCCI, EWAN MCGREGOR, GUGU MBATHA-RAW, IAN MCKELLEN, EMMA THOMPSON, EMMA WATSON, AUDRA MCDONALD, CLIVE ROWE",https://open.spotify.com/track/2ppkGKabWsSgNV4fvOldQb
21003,Beauty and the Beast,EMMA THOMPSON,https://open.spotify.com/track/0sXJUHfwsocaJaLM5osoWX
20985,Belle (Reprise),EMMA WATSON,https://open.spotify.com/track/1uT4Haj9BYmbjxvoF2omRc
21001,Something There,"EMMA WATSON, DAN STEVENS, EWAN MCGREGOR, IAN MCKELLEN, EMMA THOMPSON, NATHAN MACK, GUGU MBATHA-RAW",https://open.spotify.com/track/77JhqIuQjqzVmkRTUcm9ji
21277,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",MIKE WILL MADE-IT,https://open.spotify.com/track/3H1JaS0NUNFjwVcJZ76SgC
21225,We Got the Power (feat. Jehnny Beth),GORILLAZ,https://open.spotify.com/track/7eOGidOoCqWAp4p1tnEdyG
21240,do re mi,BLACKBEAR,https://open.spotify.com/track/3sTCfUmYXSVWDacTd6uMbQ
21322,Ascension (feat. Vince Staples),GORILLAZ,https://open.spotify.com/track/4xmauQDU8n3QZ2kzfa3wTH
21323,Andromeda (feat. DRAM),GORILLAZ,https://open.spotify.com/track/0V5zAGdvO780GT3gtdxzLt
21324,Saturnz Barz (feat. Popcaan),GORILLAZ,https://open.spotify.com/track/2oJInAFXiQYLgz0jh9MrXf
21640,The Heart Part 4,KENDRICK LAMAR,https://open.spotify.com/track/41eiwHEX8iegmqmS2cf7oX
21708,Wicked,"MANSIONZ, G-EAZY",https://open.spotify.com/track/4wFHz9UQtuXUgbhy7cn8qk
23130,In Cold Blood,ALT-J,https://open.spotify.com/track/6sIvAyM1AtnSGz3anRLcDo
23116,Bruises,LEWIS CAPALDI,https://open.spotify.com/track/3BxzQaXrfoWo1lYLZjJqyD
23119,HUMBLE.,KENDRICK LAMAR,https://open.spotify.com/track/31c9IHwCIONmUYW0jL7Riz
23199,Everybody,LOGIC,https://open.spotify.com/track/0sMm9WiO3B001nZQm8Qexw
23352,Don't,ZOË KRAVITZ,https://open.spotify.com/track/22koI34FpNt6irOht3N8nJ
23337,Everybody,LOGIC,https://open.spotify.com/track/51sVgPeBHYwbeM1cWegVqR
23585,Now Or Never,HALSEY,https://open.spotify.com/track/0Nhu3zSYbEz32IYiobV75e
24173,Unforgettable,"FRENCH MONTANA, SWAE LEE",https://open.spotify.com/track/1F2HXIJrE2Xn81OzT2zZvW
24942,Sign of the Times,HARRY STYLES,https://open.spotify.com/track/5ELRkzdzz0HvGpMDlfZHkV
24947,Now Or Never,HALSEY,https://open.spotify.com/track/3Px934J0dBoCmpUhUuCQkD
25353,Let Me Out (feat. Mavis Staples & Pusha T),GORILLAZ,https://open.spotify.com/track/3CCS6y9BPowg2jYiaY94UZ
25307,The Night We Met,LORD HURON,https://open.spotify.com/track/0QZ5yyl6B6utIWkxeBDxQN
26484,The Cure,LADY GAGA,https://open.spotify.com/track/34oB5r0lcN3fYWCs2uA1k5
26493,PRIDE.,KENDRICK LAMAR,https://open.spotify.com/track/5AL46kwqlBX7qWP3qUppJe
26496,YAH.,KENDRICK LAMAR,https://open.spotify.com/track/22uyC54d6XAPRTlc6IchaP
26501,DNA.,KENDRICK LAMAR,https://open.spotify.com/track/4cGeMgLcykDLAazHFpbZbU
26551,LOVE. FEAT. ZACARI.,KENDRICK LAMAR,https://open.spotify.com/track/5WkPWduQVV8fh7pppm1fqg
26817,Candy Paint,POST MALONE,https://open.spotify.com/track/4wdZdkEugVVorAfzqRqC6N
26989,Hard Times,PARAMORE,https://open.spotify.com/track/0w5Bdu51Ka25Pf3hojsKHh
27456,Both (feat. Drake & Lil Wayne) - Remix,GUCCI MANE,https://open.spotify.com/track/3VCYe6mCXebBgcfzaxCVNI
28307,There's Nothing Holdin' Me Back,SHAWN MENDES,https://open.spotify.com/track/4izojuv74giClOWq64Ff4l
28501,Black SpiderMan,"LOGIC, DAMIAN LEMAR HUDSON",https://open.spotify.com/track/0lSFDvmV2HZqrtVtneT3no
28535,do re mi,BLACKBEAR,https://open.spotify.com/track/6CUBgX8bXC5YQCkdgRHqyg
28728,hell is where i dreamt of u and woke up alone,BLACKBEAR,https://open.spotify.com/track/5jOcmYTVQ6KQdYXOC2Li5r
28998,make daddy proud,BLACKBEAR,https://open.spotify.com/track/5OZWMzv3qSpxhyodm3IPou
29437,Thunder,IMAGINE DRAGONS,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
29225,Drowning (feat. Kodak Black),A BOOGIE WIT DA HOODIE,https://open.spotify.com/track/3LnOF5n1GOs01siYZXzS3p
29234,Something Different,WHY DON'T WE,https://open.spotify.com/track/4PaPx5nir9XiwtoVMMICNQ
29235,Now Or Never,HALSEY,https://open.spotify.com/track/1mDGDb2fUmUMdqV3tb8VKQ
29250,Despacito - Remix,"LUIS FONSI, DADDY YANKEE, JUSTIN BIEBER",https://open.spotify.com/track/6rPO02ozF3bM7NnOV4h6s2
29680,Pretty Girl - Cheat Codes X CADE Remix,MAGGIE LINDEMANN,https://open.spotify.com/track/39IsH7B5byx8NRlEKlZVg9
30140,Hurricane,LUKE COMBS,https://open.spotify.com/track/4gHDOASpAaGG9eitQZP1bQ
30154,Weak,AJR,https://open.spotify.com/track/6OuV4vfyb8v3vGGGksqyKf
30200,What They Want,RUSS,https://open.spotify.com/track/3aWhZ1zeqy1kdjXiyMh22T
30166,At My Best (feat. Hailee Steinfeld),MACHINE GUN KELLY,https://open.spotify.com/track/5DEp4UmhxN7OLnYQacWZhh
30179,Scared to Be Lonely,"MARTIN GARRIX, DUA LIPA",https://open.spotify.com/track/0KR2W3St74th8z3LS94Ffh
30099,Look At Me!,XXXTENTACION,https://open.spotify.com/track/7floNISpH8VF4z4459Qo18
30016,Thunder,IMAGINE DRAGONS,https://open.spotify.com/track/56lBX2WHqfGuoeZxZvUnVj
30017,J-Boy,PHOENIX,https://open.spotify.com/track/0uzKfuty82lTHvfGaOLCdV
30028,Losin Control,RUSS,https://open.spotify.com/track/1jkIErXa3YNUX5QIyO6GGR
29976,Peek A Boo,"LIL YACHTY, MIGOS",https://open.spotify.com/track/1iTWoKAdilGEmit6xhQZje
29984,Everyday,"ARIANA GRANDE, FUTURE",https://open.spotify.com/track/6yL2kTsdVwYnGwPkKGtMd5
30082,1-800-273-8255,"LOGIC, ALESSIA CARA, KHALID",https://open.spotify.com/track/4Sj8JZ9zZfl8HaOav5yTVq
30083,1-800-273-8255,"LOGIC, ALESSIA CARA, KHALID",https://open.spotify.com/track/2Oo7lLEDkfKNjLPrchsrUd
30235,So Much Better,SANDRO CAVAZZA,https://open.spotify.com/track/3uYnHxQg35FMXp5zso9mkY
30243,Calm Down,SKIP MARLEY,https://open.spotify.com/track/1X6ic2T8n1hCMyaFxLMy3i
30305,Sweet Creature,HARRY STYLES,https://open.spotify.com/track/13sXuI5RjMHm7dz7O3spYs
30502,Starboy,"THE WEEKND, DAFT PUNK",https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
30727,Slow Hands,NIALL HORAN,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh
31012,Everybody,LOGIC,https://open.spotify.com/track/2qFT2tvTY8ZsBZLeaFeEB3
30980,1-800-273-8255,"LOGIC, ALESSIA CARA, KHALID",https://open.spotify.com/track/5aFQU3VPCQ3YGfKBA4tLfj
31073,Eyes Closed,HALSEY,https://open.spotify.com/track/1xa5pXOwLoxHuBDU0JiUdn
31045,Broken Halos,CHRIS STAPLETON,https://open.spotify.com/track/2w1N1jR7L9HsIoLekqsYf2
31339,Either Way,CHRIS STAPLETON,https://open.spotify.com/track/5I4TsOfH01Gg3WckfgJD1I
31605,Second One To Know,CHRIS STAPLETON,https://open.spotify.com/track/0oTGa77jJ1H5joTG5SvxFj
31623,Cherry Hill,RUSS,https://open.spotify.com/track/6qcuRcbz8DCLG6nG4or8Uo
31854,Eyes Closed,HALSEY,https://open.spotify.com/track/6csAplSqJaGTuWtWJwEPOe
31877,High Without Your Love,LOOTE,https://open.spotify.com/track/6u2lKSBmZy9TTlIr4G3AH4
31945,Waiting Room,LOGIC,https://open.spotify.com/track/4GP2Idcs08NqAjfEV0rsl6
31828,AfricAryaN,"LOGIC, NEIL DEGRASSE TYSON",https://open.spotify.com/track/76ZrqdtkKxhMl42xAQTnFm
31842,Killing Spree,"LOGIC, ANSEL ELGORT",https://open.spotify.com/track/6OQea06z3cbOqYgG2O6eOZ
31843,Take It Back,LOGIC,https://open.spotify.com/track/6HN5XPJEV31RQJGoyqZ81K
31815,Confess,"LOGIC, KILLER MIKE",https://open.spotify.com/track/58kwvMXeOlsvzPqUlyj75Y
31800,Hallelujah,LOGIC,https://open.spotify.com/track/7fRfIvHPH6bHdMDjPFwTMh
31794,Ink Blot,"LOGIC, JUICY J",https://open.spotify.com/track/732btJLGu7gYNHHNdzshrG
31804,Anziety,"LOGIC, LUCY ROSE",https://open.spotify.com/track/6CvTbrBxxc5jFwqsivhpxh
31995,Panda,DESIIGNER,https://open.spotify.com/track/5YEOzOojehCqxGQCcQiyR4
32065,I Was Wrong,CHRIS STAPLETON,https://open.spotify.com/track/7dUdMZqfGSIt0ZkmTOgRLA
32066,Hyperreal,"FLUME, KUČKA",https://open.spotify.com/track/5JpvSu9jWCsHiOFGSJJH2u
32047,Driver,BILLY RAFFOUL,https://open.spotify.com/track/6bpcvTmxA0iVRCBER7xw1a
32045,Them Stems,CHRIS STAPLETON,https://open.spotify.com/track/6vcFHirl6xkhzNLgZZH6QN
32353,Quit (feat. Ariana Grande),CASHMERE CAT,https://open.spotify.com/track/4rwqrKdwlFWJ6LvPYaOtgn
32949,Bad Things (with Camila Cabello),MACHINE GUN KELLY,https://open.spotify.com/track/1mGo7MnaIQ9Bfp1nJDCi1z
32914,Told You So,PARAMORE,https://open.spotify.com/track/7BpYWzZwrsljT1eIjb0TqR
32927,Somethin Tells Me,BRYSON TILLER,https://open.spotify.com/track/6Kq3dPaKCOeA1BcU3JgK42
32930,At My Best (feat. Hailee Steinfeld),MACHINE GUN KELLY,https://open.spotify.com/track/0BSd5u6lQJWDoNVMuBYBiA
32755,Whatever It Takes,IMAGINE DRAGONS,https://open.spotify.com/track/4izg6Hydc6XGErWW6nbdsV
33415,Bad Things (with Camila Cabello),MACHINE GUN KELLY,https://open.spotify.com/track/6TXglvsCOo7dQrEgRiIdO0
33951,Losing Sleep,CHRIS YOUNG,https://open.spotify.com/track/5Feu0AyHLrW0mCRAyUnZ6W
33777,Right Now,HAIM,https://open.spotify.com/track/1enlLSZ3JVFod47tTN4KHS
33998,Mama,"JONAS BLUE, WILLIAM SINGE",https://open.spotify.com/track/4xlrALxuaCf9yZBHJeTSG6
34668,Looking for a Star,XXXTENTACION,https://open.spotify.com/track/30jOyPoD5nIbokd9qnnagr
34596,Strip That Down,"LIAM PAYNE, QUAVO",https://open.spotify.com/track/4Ro98RCK90oHqqSZUnTFq5
34481,At My Best (feat. Hailee Steinfeld),MACHINE GUN KELLY,https://open.spotify.com/track/1i7iLxK9oQSo2uPxyVldRf
34757,Flex Like Ouu,LIL PUMP,https://open.spotify.com/track/4XF1D03U8LuaLzlCMugIE5
35461,Big Fish,VINCE STAPLES,https://open.spotify.com/track/1hsCcm0xujceILNvgRfrVB
35432,If We Were Vampires,JASON ISBELL AND THE 400 UNIT,https://open.spotify.com/track/7o8Fe4IHujZWCSV6c84kln
36366,Revenge,XXXTENTACION,https://open.spotify.com/track/5SFTZsHW3HdCp9f1zbzitS
36466,X Men,"LIL YACHTY, EVANDER GRIIIM",https://open.spotify.com/track/0aefcYCNBHKqCVICvlj0PQ
36292,Peek A Boo,"LIL YACHTY, MIGOS",https://open.spotify.com/track/01VvADRZqvXrHfwAKUOS8v
36738,OK,"ROBIN SCHULZ, JAMES BLUNT",https://open.spotify.com/track/5AE9iVHWiJLY5CUKmvXkKd
36842,Harley,LIL YACHTY,https://open.spotify.com/track/5MjDHb5bnvY4Jz2Aue17Hj
37197,Heebiejeebies,"AMINÉ, KEHLANI",https://open.spotify.com/track/222uodW6TJqbF9tWADRG2E
37170,More Than You Know,AXWELL /\ INGROSSO,https://open.spotify.com/track/4q8PHoRsPUB52LFylX8Ulz
37223,Tyrant (feat. Jorja Smith),KALI UCHIS,https://open.spotify.com/track/5ar0XZUJMUkRZrjmcOCy8O
37184,Better,"LIL YACHTY, STEFFLON DON",https://open.spotify.com/track/6qjtmQzqiDXFBxOn1jXuea
37231,Better,"LIL YACHTY, STEFFLON DON",https://open.spotify.com/track/49EgauTc1cGkHwPGCaHh1f
37293,Cut To The Feeling,CARLY RAE JEPSEN,https://open.spotify.com/track/6EJiVf7U0p1BBfs0qqeb1f
37356,4 AM,"2 CHAINZ, TRAVIS SCOTT",https://open.spotify.com/track/3CAqajKXtDoxesAeTEPdb3
37578,Call Me,"NEIKED, MIMI",https://open.spotify.com/track/458ESscRcqCVX1xbllEmPn
